,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj,significant,symbol
ENSG00000164830.19,2806.651148,-0.11874073,0.247365527,-0.480021331,0.631212225,0.854936231,0.068066278,FALSE,OXR1
ENSG00000253944.1,7.855637208,0.512244724,1.067393401,0.479902464,0.631296749,0.854936231,0.068066278,FALSE,MTUS1-DT
ENSG00000267149.2,16.68117672,0.483609856,1.007563296,0.479979628,0.631241879,0.854936231,0.068066278,FALSE,NA
ENSG00000111727.12,1267.740376,0.148549066,0.309981521,0.4792191,0.631782767,0.855037853,0.068014658,FALSE,HCFC2
ENSG00000116151.14,274.9727388,0.298265695,0.621888571,0.479612762,0.63150277,0.855037853,0.068014658,FALSE,MORN1
ENSG00000160233.8,128.0412165,0.209001952,0.435916714,0.479453862,0.631615784,0.855037853,0.068014658,FALSE,LRRC3
ENSG00000173715.19,592.8994328,0.185292805,0.38640902,0.47952505,0.631565152,0.855037853,0.068014658,FALSE,TOP6BL
ENSG00000174236.4,20.55495425,-0.275339742,0.574214561,-0.479506723,0.631578187,0.855037853,0.068014658,FALSE,REP15
ENSG00000198954.9,1068.630863,0.131333101,0.273879506,0.479528764,0.63156251,0.855037853,0.068014658,FALSE,KIFBP
ENSG00000226239.2,28.50046805,-0.275897015,0.575742082,-0.479202448,0.631794613,0.855037853,0.068014658,FALSE,NA
ENSG00000234684.8,145.4947211,-0.275475073,0.574768474,-0.479280067,0.631739401,0.855037853,0.068014658,FALSE,SDCBP2-AS1
ENSG00000258735.1,6.710051598,0.551285948,1.150469015,0.479183656,0.631807981,0.855037853,0.068014658,FALSE,PPP1R13B-DT
ENSG00000262652.1,23.14963894,-0.295873404,0.617305132,-0.479298468,0.631726312,0.855037853,0.068014658,FALSE,NA
ENSG00000274204.1,10.8347854,-0.348731357,0.727623444,-0.479274493,0.631743366,0.855037853,0.068014658,FALSE,NA
ENSG00000275678.1,23.87606514,0.303742128,0.633151119,0.479730856,0.631418784,0.855037853,0.068014658,FALSE,NA
ENSG00000290885.1,29.81813937,-0.483136077,1.007793665,-0.479399795,0.631654239,0.855037853,0.068014658,FALSE,NA
ENSG00000170248.15,6310.138922,0.097694307,0.203902276,0.47912318,0.631851,0.855050663,0.068008152,FALSE,PDCD6IP
ENSG00000102181.22,1493.564257,-0.215406898,0.449868753,-0.47882165,0.632065514,0.855080701,0.067992895,FALSE,CD99L2
ENSG00000125772.14,1994.34759,-0.172913855,0.361033324,-0.478941537,0.63198022,0.855080701,0.067992895,FALSE,GPCPD1
ENSG00000139631.20,644.2032188,-0.368305959,0.769327419,-0.478737596,0.632125316,0.855080701,0.067992895,FALSE,CSAD
ENSG00000141837.23,100.2353458,-0.262058812,0.547251489,-0.478863589,0.632035676,0.855080701,0.067992895,FALSE,CACNA1A
ENSG00000168826.16,181.7235046,0.192757228,0.402695459,0.478667498,0.632175192,0.855080701,0.067992895,FALSE,ZBTB49
ENSG00000225321.2,241.7280019,-0.200200181,0.418197051,-0.478722127,0.632136323,0.855080701,0.067992895,FALSE,LINC01427
ENSG00000260898.6,10.94460251,0.40469384,0.845400501,0.478700734,0.632151544,0.855080701,0.067992895,FALSE,ADPGK-AS1
ENSG00000286817.1,38.33598612,0.392463978,0.81954129,0.478882495,0.632022225,0.855080701,0.067992895,FALSE,NA
ENSG00000293348.1,49.47059157,-0.285995933,0.597039652,-0.479023347,0.631922019,0.855080701,0.067992895,FALSE,NA
ENSG00000271344.1,13.554798,0.386615202,0.807849636,0.478573221,0.632242273,0.855102851,0.067981645,FALSE,NA
ENSG00000286741.1,15.97020415,0.31653183,0.661439184,0.478550164,0.632258679,0.855102851,0.067981645,FALSE,NA
ENSG00000227706.4,236.8525127,-0.196073047,0.409836922,-0.478417234,0.63235327,0.855148195,0.067958617,FALSE,NA
ENSG00000254533.1,7.093800813,-0.600108828,1.254403929,-0.478401586,0.632364405,0.855148195,0.067958617,FALSE,NA
ENSG00000278981.1,16.39533592,-0.415047472,0.86764384,-0.478361573,0.632392879,0.855148195,0.067958617,FALSE,NA
ENSG00000280711.1,11.40142951,-0.347636459,0.726847516,-0.478279765,0.632451097,0.855181539,0.067941683,FALSE,NA
ENSG00000287258.1,88.52872715,0.280753047,0.587151786,0.478160935,0.632535664,0.855250509,0.067906659,FALSE,LOC124901391
ENSG00000101460.13,203.0030685,0.215468013,0.450679869,0.47809549,0.632582242,0.855268107,0.067897723,FALSE,MAP1LC3A
ENSG00000287319.1,7.029943623,-0.497822248,1.041372739,-0.478044248,0.632618712,0.855272038,0.067895727,FALSE,NA
ENSG00000085788.14,2728.918526,0.250992448,0.525450893,0.477670608,0.632884667,0.855415524,0.067822873,FALSE,DDHD2
ENSG00000124222.23,2149.989263,0.096624786,0.202238033,0.477777518,0.632808564,0.855415524,0.067822873,FALSE,STX16
ENSG00000128254.16,20.63753505,-0.280193486,0.586765829,-0.477521819,0.632990588,0.855415524,0.067822873,FALSE,YWHAH-AS1
ENSG00000139428.12,411.9954734,-0.189044867,0.395960554,-0.477433587,0.633053402,0.855415524,0.067822873,FALSE,MMAB
ENSG00000153904.21,2572.411073,0.168579499,0.353177485,0.477322327,0.633132615,0.855415524,0.067822873,FALSE,DDAH1
ENSG00000165140.12,1109.156006,0.216749929,0.453845742,0.477585022,0.632945593,0.855415524,0.067822873,FALSE,FBP1
ENSG00000167291.16,3510.234732,0.169157105,0.354093276,0.477719055,0.63285018,0.855415524,0.067822873,FALSE,TBC1D16
ENSG00000180616.9,240.7330824,0.190598812,0.399315741,0.477313544,0.633138868,0.855415524,0.067822873,FALSE,SSTR2
ENSG00000248360.7,1910.687959,0.218724607,0.457917287,0.477650905,0.632898693,0.855415524,0.067822873,FALSE,LINC00504
ENSG00000264801.1,12.33306588,-0.347593298,0.7281139,-0.477388631,0.633085408,0.855415524,0.067822873,FALSE,NA
ENSG00000270135.1,5.798473134,-0.46078105,0.965228144,-0.477380455,0.63309123,0.855415524,0.067822873,FALSE,NA
ENSG00000278238.2,4.988455221,0.472109724,0.989162777,0.477282137,0.633161229,0.855415524,0.067822873,FALSE,CKAP2-DT
ENSG00000282572.4,11.12201772,0.441821833,0.925353375,0.477462821,0.633032589,0.855415524,0.067822873,FALSE,FAM157D
ENSG00000175826.12,2091.701428,0.131264905,0.275110147,0.477135819,0.63326541,0.855510917,0.067774444,FALSE,CTDNEP1
ENSG00000145982.13,494.736457,-0.134420565,0.281861263,-0.476903297,0.633430984,0.855689237,0.06768393,FALSE,FARS2
ENSG00000207088.1,12.82648198,0.311218139,0.652754668,0.476776582,0.633521223,0.855700459,0.067678235,FALSE,SNORA7B
ENSG00000235823.5,6141.069404,0.18617968,0.390518325,0.476750175,0.633540029,0.855700459,0.067678235,FALSE,OLMALINC
ENSG00000262228.3,20.02230639,0.311868016,0.654152224,0.476751442,0.633539127,0.855700459,0.067678235,FALSE,NA
ENSG00000223773.10,14.66873063,0.834141101,1.750288486,0.476573495,0.633665861,0.855738231,0.067659065,FALSE,NA
ENSG00000227730.2,11.38102068,0.379826326,0.797000984,0.476569457,0.633668737,0.855738231,0.067659065,FALSE,MTND6P5
ENSG00000280138.1,1086.127252,-0.177583777,0.372628972,-0.476569968,0.633668373,0.855738231,0.067659065,FALSE,NA
ENSG00000287016.1,5.876651532,-0.529494588,1.111352159,-0.476441768,0.633759684,0.855815697,0.067619752,FALSE,LOC124902546
ENSG00000226777.9,100.6207039,0.322779414,0.677596777,0.476359135,0.633818543,0.855849827,0.067602433,FALSE,FAM30A
ENSG00000171916.17,5.494747589,0.5236146,1.09990278,0.476055347,0.634034948,0.856096676,0.067477189,FALSE,LGALS9C
ENSG00000156049.7,170.6493048,-0.298861414,0.628016234,-0.47588167,0.634158681,0.856152625,0.067448808,FALSE,GNA14
ENSG00000198521.12,1684.758643,0.157278186,0.330455916,0.475943019,0.634114973,0.856152625,0.067448808,FALSE,ZNF43
ENSG00000265296.1,4.317304286,0.795878156,1.672519912,0.475855714,0.634177175,0.856152625,0.067448808,FALSE,FEM1AP2
ENSG00000085185.16,706.6278879,-0.247349054,0.520057329,-0.475618822,0.634345964,0.856289765,0.067379247,FALSE,BCORL1
ENSG00000288398.1,257.4968472,-0.166707371,0.350484449,-0.475648409,0.634324881,0.856289765,0.067379247,FALSE,NA
ENSG00000182307.14,1011.216836,0.118412836,0.249009016,0.47553634,0.634404738,0.856323742,0.067362015,FALSE,C8orf33
ENSG00000261594.4,15.35778694,0.505305817,1.063243082,0.475249569,0.6346091,0.856554221,0.067245141,FALSE,TPBGL
ENSG00000068028.18,483.1639227,-0.143149432,0.301386333,-0.474969886,0.634808438,0.856603249,0.067220283,FALSE,RASSF1
ENSG00000072756.18,3732.89522,0.128946106,0.271485192,0.474965521,0.634811549,0.856603249,0.067220283,FALSE,TRNT1
ENSG00000099840.14,34.33660381,-0.301913868,0.635976117,-0.474725166,0.634982878,0.856603249,0.067220283,FALSE,IZUMO4
ENSG00000120949.15,45.66072437,-0.286367021,0.603218791,-0.474731598,0.634978293,0.856603249,0.067220283,FALSE,TNFRSF8
ENSG00000140848.17,759.1592063,-0.206897788,0.43586807,-0.474679845,0.635015186,0.856603249,0.067220283,FALSE,CPNE2
ENSG00000196724.13,372.9582696,-0.261441091,0.550768492,-0.474684181,0.635012094,0.856603249,0.067220283,FALSE,ZNF418
ENSG00000208308.1,4.331360937,0.492935382,1.037470583,0.475131912,0.634692954,0.856603249,0.067220283,FALSE,SNORA40B
ENSG00000247498.11,45.4731203,0.402083456,0.846590683,0.474944343,0.634826644,0.856603249,0.067220283,FALSE,GPRC5D-AS1
ENSG00000249850.1,89.85909885,0.252040769,0.530891452,0.474750098,0.634965106,0.856603249,0.067220283,FALSE,KRT18P31
ENSG00000261101.2,23.42216014,0.297758041,0.626924229,0.474950603,0.634822182,0.856603249,0.067220283,FALSE,NA
ENSG00000273046.1,17.1241551,0.569891978,1.199998429,0.474910603,0.634850694,0.856603249,0.067220283,FALSE,NA
ENSG00000112357.14,322.5694585,-0.230661202,0.48620863,-0.474407873,0.63520908,0.856774095,0.067133673,FALSE,PEX7
ENSG00000122140.13,401.9502899,-0.112677629,0.237500608,-0.474430907,0.635192657,0.856774095,0.067133673,FALSE,MRPS2
ENSG00000145022.5,856.8070435,0.149721606,0.315834549,0.474050753,0.635463716,0.856895772,0.067072,FALSE,TCTA
ENSG00000166035.11,19.55207894,-0.383417626,0.808631634,-0.474156105,0.635388592,0.856895772,0.067072,FALSE,LIPC
ENSG00000167721.11,1490.596397,-0.143651077,0.303052682,-0.474013548,0.635490246,0.856895772,0.067072,FALSE,TSR1
ENSG00000260077.1,92.63512672,-0.281524159,0.593934829,-0.473998401,0.635501048,0.856895772,0.067072,FALSE,NA
ENSG00000279277.2,96.15274029,0.18506028,0.390376268,0.474056175,0.635459849,0.856895772,0.067072,FALSE,NA
ENSG00000289985.1,19.25776002,-0.284671158,0.600397056,-0.474138164,0.635401385,0.856895772,0.067072,FALSE,NA
ENSG00000233695.2,87.41006803,-0.333245913,0.703427744,-0.473745763,0.635681215,0.856988932,0.067024787,FALSE,NA
ENSG00000234840.2,59.29291612,0.301568835,0.636561491,0.473746589,0.635680626,0.856988932,0.067024787,FALSE,LINC01239
ENSG00000242735.1,11.05860552,-0.813616357,1.717530527,-0.473712894,0.635704657,0.856988932,0.067024787,FALSE,NA
ENSG00000261218.6,19.28858957,0.396321648,0.836473026,0.473800871,0.635641914,0.856988932,0.067024787,FALSE,NA
ENSG00000102572.15,2742.172249,-0.153000688,0.32327696,-0.473280522,0.636013057,0.85705039,0.066993643,FALSE,STK24
ENSG00000109171.15,2433.557062,-0.131628897,0.278217693,-0.473114761,0.636131307,0.85705039,0.066993643,FALSE,SLAIN2
ENSG00000125779.24,1168.881276,-0.103057724,0.217661342,-0.473477387,0.63587263,0.85705039,0.066993643,FALSE,PANK2
ENSG00000136451.9,3047.306081,0.137956782,0.291464495,0.473322771,0.635982919,0.85705039,0.066993643,FALSE,VEZF1
ENSG00000140382.15,1235.248572,0.10892276,0.230271857,0.473018115,0.636200255,0.85705039,0.066993643,FALSE,HMG20A
ENSG00000158825.6,25.10867066,0.254724713,0.53804765,0.473424079,0.635910654,0.85705039,0.066993643,FALSE,CDA
ENSG00000182070.7,4.587554929,-0.538287305,1.137406671,-0.473258438,0.63602881,0.85705039,0.066993643,FALSE,OR52A1
ENSG00000184602.6,1223.309795,-0.159772171,0.337463411,-0.473450353,0.635891913,0.85705039,0.066993643,FALSE,SNN
ENSG00000222035.4,7.004230777,-0.438705202,0.927242127,-0.473129066,0.636121101,0.85705039,0.066993643,FALSE,KIAA2012-AS1
ENSG00000236816.5,19.83255255,-0.437850725,0.925710358,-0.472988901,0.636221097,0.85705039,0.066993643,FALSE,NA
ENSG00000248049.8,583.1592948,-0.160293125,0.338843086,-0.473060045,0.636170341,0.85705039,0.066993643,FALSE,UBA6-DT
ENSG00000266278.1,7.56635229,-0.439310384,0.928643286,-0.473066882,0.636165463,0.85705039,0.066993643,FALSE,LINC01910
ENSG00000287739.1,4.986736154,-0.537223385,1.135222231,-0.47323191,0.636047734,0.85705039,0.066993643,FALSE,NA
ENSG00000289626.1,16.74156702,-0.271548991,0.573581116,-0.473427355,0.635908318,0.85705039,0.066993643,FALSE,NA
ENSG00000141934.10,1079.320385,0.247179291,0.522649062,0.472935492,0.636259202,0.857056415,0.06699059,FALSE,PLPP2
ENSG00000136560.14,2087.650228,-0.162835491,0.344347208,-0.472881694,0.636297586,0.857062814,0.066987348,FALSE,TANK
ENSG00000100243.22,3669.225386,-0.165043391,0.349096776,-0.472772601,0.636375423,0.857067667,0.066984888,FALSE,CYB5R3
ENSG00000212232.1,3579.979113,0.135634345,0.286913976,0.472735232,0.636402088,0.857067667,0.066984888,FALSE,SNORD17
ENSG00000287126.1,209.5923762,-0.179878282,0.380487716,-0.472757135,0.636386459,0.857067667,0.066984888,FALSE,LOC124907726
ENSG00000184154.16,328.2014321,0.323551136,0.684535013,0.472658271,0.636457002,0.857096327,0.066970366,FALSE,LRRC51
ENSG00000256019.1,16.60658056,0.386523686,0.817849229,0.472609953,0.63649148,0.857097463,0.06696979,FALSE,TAS2R63P
ENSG00000140464.20,2335.008119,0.140197216,0.296681692,0.472550952,0.636533582,0.857108866,0.066964013,FALSE,PML
ENSG00000091622.16,292.9339277,-0.27945142,0.591575538,-0.472385016,0.636651997,0.857110834,0.066963015,FALSE,PITPNM3
ENSG00000101892.12,26.01555864,0.310545208,0.657432809,0.472360375,0.636669583,0.857110834,0.066963015,FALSE,ATP1B4
ENSG00000132792.21,876.1807343,0.161865423,0.342645647,0.472398888,0.636642098,0.857110834,0.066963015,FALSE,CTNNBL1
ENSG00000273448.1,90.52856777,0.271905344,0.575505585,0.472463433,0.636596037,0.857110834,0.066963015,FALSE,NA
ENSG00000048545.18,26.26961565,0.253699916,0.537359768,0.47212302,0.636838982,0.857149042,0.066943656,FALSE,GUCA1A
ENSG00000101190.13,399.4641379,-0.150279219,0.318377896,-0.472015239,0.636915912,0.857149042,0.066943656,FALSE,TCFL5
ENSG00000119397.19,1699.696792,0.141501509,0.299793738,0.471996214,0.636929491,0.857149042,0.066943656,FALSE,CNTRL
ENSG00000126773.13,3082.723683,0.149027847,0.315743176,0.471990714,0.636933417,0.857149042,0.066943656,FALSE,PCNX4
ENSG00000214293.11,267.2042733,-0.146949326,0.311297894,-0.472053712,0.63688845,0.857149042,0.066943656,FALSE,APTR
ENSG00000237515.10,1745.750421,-0.192708878,0.408212408,-0.472079914,0.636869749,0.857149042,0.066943656,FALSE,SHISA9
ENSG00000289889.1,76.95829636,0.229914822,0.48684234,0.472257245,0.636743184,0.857149042,0.066943656,FALSE,NA
ENSG00000163686.15,241.3931082,0.18906371,0.400700263,0.471833257,0.637045811,0.857255024,0.066889961,FALSE,ABHD6
ENSG00000197497.11,411.6456624,-0.184117785,0.390445597,-0.471558103,0.637242238,0.857428795,0.066801936,FALSE,ZNF665
ENSG00000255769.8,10.82951003,-0.664317356,1.408718435,-0.471575682,0.637229688,0.857428795,0.066801936,FALSE,NA
ENSG00000141428.17,353.5904999,0.19392158,0.411320493,0.471461022,0.637311548,0.857476778,0.066777633,FALSE,RMP24
ENSG00000074603.19,2695.491042,-0.117111874,0.248571482,-0.471139624,0.637541031,0.857533818,0.066748744,FALSE,DPP8
ENSG00000104427.13,705.9613903,-0.186661233,0.396135316,-0.471205737,0.637493822,0.857533818,0.066748744,FALSE,ZC2HC1A
ENSG00000135914.6,149.6007849,0.424206238,0.900197489,0.47123686,0.637471599,0.857533818,0.066748744,FALSE,HTR2B
ENSG00000186566.13,2409.247029,-0.128551143,0.272863498,-0.471118871,0.63755585,0.857533818,0.066748744,FALSE,GPATCH8
ENSG00000249628.3,6.482873608,0.479018621,1.016676977,0.471161078,0.637525711,0.857533818,0.066748744,FALSE,LINC00942
ENSG00000261186.2,8.220693617,-0.565366283,1.199799968,-0.471217117,0.637485696,0.857533818,0.066748744,FALSE,LINC01238
ENSG00000178977.4,79.07581732,-0.172237598,0.365681371,-0.471004573,0.637637469,0.857598333,0.066716072,FALSE,LINC00324
ENSG00000089006.17,2512.885294,-0.109734383,0.233095001,-0.47077107,0.637804226,0.857604126,0.066713138,FALSE,SNX5
ENSG00000100938.19,1251.832055,-0.122571669,0.260499602,-0.470525362,0.637979719,0.857604126,0.066713138,FALSE,GMPR2
ENSG00000107897.20,1323.130797,0.152255756,0.323706766,0.470350861,0.638104365,0.857604126,0.066713138,FALSE,ACBD5
ENSG00000114316.13,2605.107528,0.09716646,0.206325085,0.470938666,0.637684535,0.857604126,0.066713138,FALSE,USP4
ENSG00000116459.11,2767.061055,0.194869764,0.414277612,0.470384491,0.638080342,0.857604126,0.066713138,FALSE,ATP5PB
ENSG00000128833.13,2722.89229,-0.256086391,0.544422144,-0.470382025,0.638082104,0.857604126,0.066713138,FALSE,MYO5C
ENSG00000161558.11,142.6317492,0.214438992,0.455576635,0.470697958,0.637856443,0.857604126,0.066713138,FALSE,TMEM143
ENSG00000166188.3,388.4235299,0.179617973,0.381928333,0.47029235,0.638146162,0.857604126,0.066713138,FALSE,ZNF319
ENSG00000166823.6,39.82455484,0.399351011,0.84915551,0.470291962,0.638146439,0.857604126,0.066713138,FALSE,MESP1
ENSG00000184867.14,1177.202618,-0.207069202,0.440058498,-0.470549263,0.637962647,0.857604126,0.066713138,FALSE,ARMCX2
ENSG00000204179.11,191.1063814,-0.21828821,0.46359189,-0.470862874,0.637738662,0.857604126,0.066713138,FALSE,PTPN20
ENSG00000276524.1,6.476268922,-0.511697582,1.087269981,-0.470626055,0.637907798,0.857604126,0.066713138,FALSE,LINC03065
ENSG00000285877.1,13.19352458,-0.341864083,0.726919148,-0.470291757,0.638146586,0.857604126,0.066713138,FALSE,NA
ENSG00000286861.1,33.08948223,-0.275565781,0.585324042,-0.470791837,0.637789395,0.857604126,0.066713138,FALSE,NA
ENSG00000289972.1,6.241890492,-0.465394995,0.988937565,-0.470600988,0.637925702,0.857604126,0.066713138,FALSE,NA
ENSG00000247796.3,93.28387026,-0.215565492,0.458538713,-0.470114052,0.638273535,0.857721352,0.066653778,FALSE,MOCS2-DT
ENSG00000252835.1,210.0417731,-0.180509737,0.384001647,-0.470075425,0.638301131,0.857721352,0.066653778,FALSE,SCARNA21
ENSG00000049618.25,5361.196266,-0.099827788,0.21271527,-0.469302404,0.638853497,0.857935824,0.066545197,FALSE,ARID1B
ENSG00000069535.14,3740.263522,0.408830228,0.871290239,0.469223928,0.638909584,0.857935824,0.066545197,FALSE,MAOB
ENSG00000164418.22,121.1970126,0.224802364,0.479126123,0.469192459,0.638932075,0.857935824,0.066545197,FALSE,GRIK2
ENSG00000177374.13,847.4375285,-0.185298876,0.394650075,-0.469527026,0.638692972,0.857935824,0.066545197,FALSE,HIC1
ENSG00000240671.4,134.2037614,0.575417667,1.225931812,0.469371674,0.638803991,0.857935824,0.066545197,FALSE,IGKV1-8
ENSG00000241112.1,34.25011282,0.316390344,0.674043236,0.469391764,0.638789634,0.857935824,0.066545197,FALSE,NA
ENSG00000242419.6,59.23636015,0.264033703,0.562627101,0.469287212,0.638864355,0.857935824,0.066545197,FALSE,PCDHGC4
ENSG00000254885.1,5.732257254,0.461150147,0.982304238,0.469457556,0.638742616,0.857935824,0.066545197,FALSE,NA
ENSG00000261538.1,6.967399845,0.847212992,1.804949044,0.46938333,0.638795662,0.857935824,0.066545197,FALSE,NA
ENSG00000271917.1,34.61689213,0.38226938,0.814380893,0.469398758,0.638784636,0.857935824,0.066545197,FALSE,NA
ENSG00000278950.1,46.96458909,0.224647668,0.478504408,0.469478785,0.638727446,0.857935824,0.066545197,FALSE,NA
ENSG00000283897.2,16.77840985,-0.356964881,0.760286135,-0.469513863,0.638702378,0.857935824,0.066545197,FALSE,NA
ENSG00000288620.1,14.96010933,1.695500584,3.609057846,0.46979036,0.638504803,0.857935824,0.066545197,FALSE,NA
ENSG00000290474.1,400.5642808,-0.251570929,0.536092642,-0.46926764,0.638878343,0.857935824,0.066545197,FALSE,GUSBP2
ENSG00000131400.9,19.31266018,-0.379572374,0.80927117,-0.469029898,0.639048266,0.858007957,0.066508685,FALSE,NAPSA
ENSG00000254901.8,411.0601665,0.134415654,0.286615219,0.468975982,0.639086804,0.858007957,0.066508685,FALSE,BORCS8
ENSG00000269800.1,11.7613828,0.446318563,0.951664924,0.46898709,0.639078864,0.858007957,0.066508685,FALSE,NA
ENSG00000019505.8,89.91375368,0.666975432,1.422944245,0.46872914,0.639263256,0.858018832,0.06650318,FALSE,SYT13
ENSG00000118246.14,1706.401913,0.131561155,0.280665236,0.468747598,0.63925006,0.858018832,0.06650318,FALSE,FASTKD2
ENSG00000161021.13,1800.514198,0.116295153,0.24805055,0.468836503,0.639186506,0.858018832,0.06650318,FALSE,MAML1
ENSG00000175691.9,123.5994851,0.156915447,0.334754229,0.468748213,0.63924962,0.858018832,0.06650318,FALSE,ZNF77
ENSG00000261654.1,124.9043269,0.221540442,0.47260598,0.468763518,0.63923868,0.858018832,0.06650318,FALSE,NA
ENSG00000137648.20,31.08153404,-0.292428104,0.624050005,-0.468597231,0.639357557,0.858100207,0.066461993,FALSE,TMPRSS4
